Number,Time (h)
8876,5.004722222222222
8953,5.005
9765,5.005
9386,5.006388888888889
10046,5.006944444444445
2697,5.007777777777778
7077,5.009166666666666
2535,5.01
9572,5.012777777777778
9332,5.014166666666667
2471,5.014444444444444
6206,5.014722222222222
8849,5.016944444444444
24999,5.021111111111111
10184,5.025833333333333
8874,5.027222222222222
8726,5.0275
27025,5.028333333333333
2002,5.029722222222222
2695,5.03
2527,5.031666666666666
1420,5.035555555555556
6734,5.0377777777777775
10230,5.038611111111111
28194,5.041944444444445
9069,5.045
6225,5.045
9062,5.045277777777778
9158,5.045555555555556
7042,5.046388888888889
9228,5.046666666666667
8846,5.049722222222222
8911,5.05
9534,5.053333333333334
8900,5.055555555555555
6352,5.06
25236,5.061944444444444
26762,5.0633333333333335
26760,5.064166666666667
8893,5.064444444444445
27133,5.064444444444445
26668,5.065
26069,5.066388888888889
1278,5.067222222222222
27239,5.067777777777778
8751,5.068333333333333
9592,5.068333333333333
2117,5.068888888888889
10283,5.072777777777778
21495,5.073611111111111
6334,5.074166666666667
9208,5.0775
9458,5.078888888888889
25518,5.079166666666667
9291,5.079166666666667
10380,5.079166666666667
9418,5.079722222222222
9543,5.083888888888889
6975,5.083888888888889
2461,5.085555555555556
9050,5.086666666666667
8914,5.090277777777778
9085,5.0925
26543,5.095
9568,5.098611111111111
6214,5.099444444444444
9673,5.101111111111111
8975,5.101944444444444
9268,5.103055555555556
27407,5.103888888888889
32741,5.108333333333333
9224,5.1097222222222225
28184,5.110277777777778
28185,5.110277777777778
28182,5.110555555555556
2774,5.111666666666666
2627,5.112222222222222
2549,5.112777777777778
9199,5.114166666666667
27849,5.114444444444445
45847,5.115
8804,5.115833333333334
35416,5.1161111111111115
6052,5.116944444444444
6318,5.116944444444444
6240,5.1175
8903,5.119722222222222
9329,5.12
46273,5.120833333333334
39576,5.120833333333334
9260,5.1225
9758,5.1241666666666665
8934,5.126944444444445
9060,5.126944444444445
9198,5.127777777777778
2444,5.127777777777778
8958,5.128055555555555
9326,5.128055555555555
6393,5.1338888888888885
6521,5.134722222222222
10015,5.1402777777777775
8826,5.1433333333333335
2475,5.143611111111111
9122,5.144722222222223
9123,5.148611111111111
9527,5.148611111111111
8701,5.1497222222222225
6196,5.151666666666666
6309,5.151944444444444
6154,5.153888888888889
28232,5.158888888888889
9286,5.159166666666667
28231,5.159166666666667
8886,5.159722222222222
8803,5.16
1274,5.163888888888889
27010,5.163888888888889
27012,5.163888888888889
27011,5.164166666666667
27013,5.164166666666667
2597,5.164722222222222
9407,5.165
9297,5.1658333333333335
6922,5.167777777777777
23005,5.168333333333333
10111,5.17
8937,5.170277777777778
9435,5.170277777777778
9173,5.171388888888889
2524,5.171666666666667
10226,5.1725
2495,5.174444444444444
9137,5.175
27023,5.176944444444445
27999,5.1775
2005,5.1786111111111115
2558,5.1786111111111115
24722,5.1825
26097,5.183611111111111
8759,5.185555555555555
9070,5.186111111111111
39241,5.186111111111111
9558,5.190277777777778
45612,5.191111111111111
2509,5.194444444444445
6315,5.1947222222222225
25408,5.196111111111111
7233,5.196944444444444
46138,5.197777777777778
8758,5.198333333333333
36041,5.2
6012,5.200555555555556
8949,5.2027777777777775
6179,5.2027777777777775
45564,5.204444444444444
9210,5.205555555555556
35778,5.2075
9546,5.208333333333333
9624,5.209444444444444
25578,5.211944444444445
8789,5.216111111111111
27504,5.216666666666667
6987,5.217222222222222
1140,5.223888888888889
8920,5.224166666666667
26654,5.2252777777777775
26036,5.227222222222222
8760,5.2275
2522,5.227777777777778
6034,5.229722222222223
45413,5.230277777777777
9100,5.235555555555556
6736,5.236666666666666
28002,5.239166666666667
9314,5.243055555555555
8737,5.2444444444444445
6009,5.248888888888889
8805,5.2491666666666665
8919,5.25
30840,5.250555555555556
6270,5.250555555555556
2600,5.251666666666667
9452,5.255
2580,5.255277777777778
27147,5.255277777777778
23232,5.2588888888888885
8734,5.259166666666666
6399,5.262222222222222
9309,5.2625
9647,5.263333333333334
9222,5.266111111111111
9305,5.266388888888889
7115,5.271111111111111
26882,5.273888888888889
5999,5.274166666666667
8748,5.2780555555555555
8830,5.281111111111111
9078,5.2825
45509,5.282777777777778
9217,5.286111111111111
9580,5.286666666666667
9308,5.287222222222222
26767,5.287222222222222
8329,5.288055555555555
28282,5.288611111111111
9522,5.290277777777778
52475,5.290555555555556
9384,5.291111111111111
6829,5.295555555555556
7015,5.295833333333333
8708,5.296388888888889
37273,5.296666666666667
8750,5.298055555555556
8801,5.299722222222222
8895,5.3
9121,5.3
2493,5.301388888888889
8913,5.304166666666666
24546,5.304444444444444
9114,5.305555555555555
39395,5.307222222222222
8993,5.3075
30978,5.308055555555556
2573,5.309444444444445
25234,5.3116666666666665
6781,5.312777777777778
10391,5.314444444444445
25151,5.315
8972,5.315
2478,5.315277777777778
9177,5.315555555555555
6038,5.315833333333333
30547,5.316944444444444
9250,5.32
2575,5.321666666666666
7393,5.323055555555555
6552,5.324166666666667
27080,5.3261111111111115
2557,5.327222222222222
9479,5.3275
6874,5.3277777777777775
7052,5.3277777777777775
38883,5.329722222222222
9330,5.330555555555556
9590,5.3325
27784,5.333055555555555
25015,5.333611111111111
24613,5.338055555555556
27723,5.340833333333333
6459,5.341666666666667
9256,5.342777777777778
6784,5.345555555555555
9408,5.345833333333333
46110,5.347222222222222
24750,5.348611111111111
25842,5.348611111111111
2489,5.351111111111111
27699,5.351944444444444
26432,5.352777777777778
10349,5.358055555555556
9531,5.358333333333333
9461,5.3597222222222225
2576,5.3597222222222225
9565,5.36
27199,5.360833333333334
2835,5.360833333333334
1336,5.365
8827,5.365277777777778
41061,5.365555555555556
9119,5.368055555555555
2447,5.368333333333333
9064,5.3694444444444445
9077,5.373055555555555
2618,5.374444444444444
7203,5.376666666666667
10267,5.3774999999999995
23126,5.377777777777778
2629,5.378888888888889
32399,5.378888888888889
45429,5.379722222222222
9252,5.381111111111111
6771,5.381944444444445
2498,5.383333333333334
9203,5.388888888888889
8707,5.389722222222222
6762,5.3902777777777775
26999,5.391666666666667
2057,5.392222222222222
7050,5.3933333333333335
33658,5.393611111111111
509,5.393888888888889
9769,5.395
10252,5.396111111111111
39398,5.3966666666666665
10245,5.397777777777778
10480,5.3997222222222225
10378,5.404722222222222
9405,5.406944444444444
8676,5.4075
25030,5.408333333333333
2532,5.410277777777778
2574,5.411388888888889
2172,5.415277777777778
9708,5.4175
2517,5.42
8860,5.420833333333333
9356,5.423055555555556
2651,5.423333333333334
9997,5.426388888888889
6252,5.427222222222222
9444,5.4286111111111115
27098,5.429166666666667
26431,5.435277777777777
52542,5.4375
2132,5.4383333333333335
30478,5.4383333333333335
25285,5.439722222222223
35292,5.441111111111111
8747,5.4430555555555555
8912,5.443333333333333
9376,5.443888888888889
9353,5.444444444444445
2775,5.448333333333333
46202,5.449722222222222
25863,5.451944444444445
9044,5.454722222222222
46344,5.457777777777777
28179,5.458055555555555
2715,5.458333333333333
27196,5.458611111111111
6707,5.458888888888889
9446,5.461666666666667
9365,5.4622222222222225
25814,5.4622222222222225
9381,5.464722222222222
6589,5.465833333333333
9826,5.466111111111111
27262,5.466388888888889
52985,5.472222222222222
2504,5.4725
24883,5.473333333333334
9185,5.475
2470,5.476111111111111
25064,5.476944444444444
52313,5.477777777777778
7024,5.4783333333333335
26,5.478888888888889
52944,5.483055555555556
9898,5.4847222222222225
26613,5.485555555555556
41316,5.485833333333334
9299,5.486666666666666
9160,5.4880555555555555
2563,5.489722222222222
2578,5.49
32786,5.491388888888888
7174,5.491388888888888
46347,5.491666666666667
2783,5.494166666666667
1287,5.4944444444444445
27375,5.495
9241,5.496944444444445
27000,5.496944444444445
6498,5.497222222222222
6246,5.498055555555555
2592,5.498333333333333
9526,5.498888888888889
2437,5.4991666666666665
6193,5.499722222222222
6089,5.500555555555556
51742,5.5008333333333335
9514,5.501388888888889
2152,5.501388888888889
8031,5.501388888888889
7194,5.501944444444445
27785,5.501944444444445
9272,5.502777777777778
2553,5.502777777777778
6405,5.502777777777778
9087,5.503055555555555
9524,5.503055555555555
6097,5.504444444444444
9588,5.508055555555556
9990,5.509444444444444
6059,5.510277777777778
2603,5.512222222222222
52504,5.512222222222222
9259,5.512777777777778
26553,5.515
45553,5.515833333333333
6745,5.516388888888889
2571,5.52
9135,5.520277777777778
32178,5.520555555555555
30523,5.5216666666666665
6467,5.5216666666666665
26740,5.521944444444444
30501,5.521944444444444
9193,5.522222222222222
52950,5.523333333333333
24623,5.5247222222222225
6401,5.526388888888889
6121,5.527222222222222
10277,5.5280555555555555
23197,5.5280555555555555
9503,5.529444444444445
2529,5.53
8429,5.530555555555556
31362,5.531944444444444
6795,5.531944444444444
9562,5.5325
38706,5.5325
9262,5.535
26545,5.536388888888889
30499,5.536388888888889
30503,5.536388888888889
9216,5.5377777777777775
9472,5.5377777777777775
6495,5.538055555555555
51656,5.538888888888889
27511,5.539722222222222
9589,5.541388888888889
34979,5.541666666666667
6515,5.544444444444444
7150,5.545555555555556
31826,5.545833333333333
38935,5.546111111111111
27412,5.546666666666667
8828,5.5475
32375,5.548333333333334
8785,5.549722222222222
30298,5.550277777777778
9361,5.553333333333334
1388,5.555
9181,5.5552777777777775
9480,5.556111111111111
9391,5.557222222222222
9180,5.558055555555556
6853,5.558333333333334
9301,5.558611111111111
7961,5.558611111111111
27664,5.558888888888889
7243,5.559166666666667
2638,5.560833333333333
10863,5.560833333333333
34106,5.562777777777778
8735,5.564166666666667
28289,5.565833333333334
6516,5.566666666666666
9557,5.568611111111111
27289,5.568888888888889
1369,5.569166666666667
2472,5.5697222222222225
27374,5.570277777777778
9487,5.572222222222222
27702,5.572222222222222
27095,5.572777777777778
27666,5.581111111111111
9076,5.582222222222223
6002,5.585277777777778
10327,5.586111111111111
40673,5.586944444444445
7317,5.586944444444445
7212,5.5872222222222225
27663,5.588055555555556
7242,5.588055555555556
9227,5.588611111111112
27320,5.589722222222222
6148,5.590277777777778
2450,5.591388888888889
9184,5.592777777777778
10156,5.594166666666666
2514,5.595555555555555
8762,5.597222222222222
34760,5.598888888888889
10406,5.598888888888889
28288,5.6002777777777775
28286,5.601944444444444
10232,5.6025
9571,5.603611111111111
10112,5.603611111111111
9073,5.603888888888889
10067,5.604166666666667
45628,5.608333333333333
2325,5.610277777777778
35909,5.6113888888888885
34612,5.611666666666666
27440,5.612777777777778
8959,5.614444444444445
10107,5.614444444444445
28183,5.615833333333334
39808,5.6175
2442,5.618333333333333
7484,5.618611111111111
2473,5.620555555555556
7644,5.621944444444445
32746,5.623055555555555
9841,5.623055555555555
27321,5.623611111111111
8733,5.625555555555556
9961,5.6258333333333335
8989,5.6258333333333335
6534,5.626111111111111
8728,5.629166666666666
9247,5.63
27413,5.6322222222222225
27721,5.635277777777778
9419,5.635833333333333
9492,5.6369444444444445
10766,5.6369444444444445
8908,5.6369444444444445
31097,5.6369444444444445
7599,5.6375
9456,5.637777777777778
6903,5.638888888888889
9094,5.64
9352,5.64
38714,5.640833333333333
9197,5.640833333333333
9780,5.641388888888889
10045,5.642222222222222
9409,5.642777777777778
9658,5.644722222222223
6344,5.646111111111111
45883,5.6466666666666665
9570,5.649166666666667
2496,5.649444444444445
28274,5.650277777777778
24495,5.651666666666666
9186,5.655
10330,5.655277777777778
6431,5.656944444444444
6443,5.657222222222222
7107,5.658055555555555
24709,5.659166666666667
9370,5.659166666666667
8963,5.661111111111111
2987,5.661666666666667
9887,5.663055555555555
30208,5.663888888888889
45455,5.664166666666667
6639,5.665277777777778
39418,5.6658333333333335
6248,5.666944444444445
9242,5.668055555555555
27726,5.670833333333333
25383,5.671111111111111
21525,5.671944444444445
9190,5.676111111111111
40562,5.676388888888889
8296,5.676944444444445
27345,5.678888888888888
32840,5.679444444444444
28015,5.679444444444444
25298,5.68
2357,5.681388888888889
33257,5.681388888888889
28352,5.682222222222222
45478,5.6825
28353,5.682777777777778
27408,5.684444444444445
2693,5.685555555555555
2513,5.685833333333333
6488,5.686111111111111
28136,5.688611111111111
9401,5.689166666666667
27953,5.689166666666667
25042,5.691666666666666
9921,5.694444444444445
45391,5.695277777777778
35795,5.695555555555556
6306,5.695833333333333
28016,5.698611111111111
9496,5.7
37502,5.701666666666666
2724,5.7027777777777775
33568,5.703055555555555
6385,5.703888888888889
9151,5.705
2679,5.705
25523,5.707222222222223
24681,5.7075
9547,5.709722222222222
6025,5.709722222222222
27937,5.711388888888889
7390,5.7125
6550,5.713611111111111
25110,5.713888888888889
34191,5.715277777777778
27725,5.717222222222222
31480,5.7175
36378,5.719166666666666
28343,5.719722222222222
2118,5.720555555555555
6312,5.721666666666667
9049,5.7219444444444445
8753,5.722777777777778
26433,5.724722222222223
26434,5.725
2462,5.725
26435,5.725
37274,5.725833333333333
9855,5.726111111111111
9106,5.728611111111111
7104,5.729166666666667
8918,5.729444444444445
7885,5.730555555555555
2701,5.731388888888889
34099,5.7316666666666665
9096,5.735555555555555
2381,5.735833333333333
9315,5.736666666666666
10409,5.7375
2566,5.741388888888888
24503,5.741666666666666
27120,5.741944444444444
27121,5.742222222222222
7607,5.743333333333333
7017,5.743611111111111
9406,5.744166666666667
32376,5.745
25777,5.745555555555556
10723,5.745833333333334
2614,5.746388888888889
8983,5.751666666666667
2182,5.751944444444445
6680,5.752222222222223
46370,5.752222222222223
7290,5.7524999999999995
9024,5.754722222222222
6363,5.754722222222222
9551,5.756111111111111
6476,5.756944444444445
6374,5.757777777777778
1914,5.76
9275,5.761111111111111
2161,5.761111111111111
45361,5.761388888888889
2491,5.762222222222222
32373,5.763333333333334
45246,5.7636111111111115
9283,5.764444444444445
9206,5.7652777777777775
25832,5.766111111111111
7391,5.766388888888889
2153,5.7675
9207,5.773888888888889
27936,5.7747222222222225
23030,5.775555555555556
28105,5.776111111111112
8517,5.776388888888889
2565,5.777222222222222
27203,5.779722222222222
9304,5.780555555555556
7688,5.780833333333334
21538,5.7825
8320,5.782777777777778
8236,5.785555555555556
8783,5.785833333333334
33503,5.786944444444444
8950,5.786944444444444
25359,5.788611111111111
45950,5.788611111111111
6369,5.7908333333333335
9136,5.791111111111111
8046,5.791666666666667
8817,5.791944444444445
8725,5.7941666666666665
51851,5.7941666666666665
27852,5.794444444444444
2596,5.795
6220,5.795
9964,5.796944444444445
26040,5.7975
2187,5.797777777777778
27991,5.7988888888888885
33241,5.801111111111111
34204,5.801666666666667
6072,5.803055555555556
6788,5.803055555555556
10127,5.804444444444444
24891,5.804722222222222
23345,5.806111111111111
2064,5.806666666666667
8921,5.8100000000000005
7640,5.8100000000000005
1014,5.811111111111111
26698,5.812777777777778
27325,5.813888888888889
25264,5.815277777777778
36725,5.815277777777778
35048,5.815833333333334
10345,5.816944444444444
6703,5.817777777777778
9255,5.818333333333333
6968,5.818333333333333
2482,5.8213888888888885
34838,5.823055555555555
2602,5.823333333333333
45517,5.825555555555556
7788,5.8261111111111115
51430,5.826666666666666
40568,5.828055555555555
51630,5.828333333333333
8899,5.829166666666667
9453,5.829166666666667
5987,5.832222222222223
33871,5.833888888888889
25312,5.8341666666666665
9989,5.835
10188,5.835833333333333
2114,5.839166666666666
9436,5.839722222222222
9923,5.839722222222222
30325,5.8425
8837,5.844444444444444
9055,5.844444444444444
6131,5.844722222222222
2277,5.846666666666667
7692,5.847222222222222
9046,5.848055555555556
9634,5.848333333333334
10599,5.848333333333334
9379,5.848611111111111
6683,5.85
6447,5.8502777777777775
24520,5.851111111111111
27015,5.852222222222222
25156,5.852777777777778
27851,5.852777777777778
34837,5.853611111111111
2488,5.854166666666667
8522,5.854444444444445
27740,5.854444444444445
6674,5.856111111111111
7590,5.857222222222222
2957,5.8575
9118,5.858333333333333
6001,5.858611111111111
6633,5.8613888888888885
24913,5.8630555555555555
539,5.8630555555555555
9003,5.863611111111111
30321,5.863611111111111
27379,5.864444444444445
28004,5.8661111111111115
9973,5.866944444444444
28439,5.8675
8988,5.868055555555555
25222,5.868055555555555
28487,5.868888888888889
29795,5.870277777777778
27853,5.870555555555556
2581,5.871111111111111
2283,5.871388888888889
8925,5.871944444444445
30516,5.872777777777777
30542,5.872777777777777
30493,5.873055555555555
6608,5.873055555555555
27637,5.873333333333333
27638,5.873333333333333
9839,5.875277777777778
2741,5.875555555555556
8724,5.876666666666667
2599,5.878333333333334
7351,5.878611111111111
10246,5.879444444444444
9360,5.88
9264,5.88
9556,5.883055555555556
9026,5.886388888888889
6580,5.887222222222222
26675,5.888055555555556
7966,5.888055555555556
9065,5.889166666666666
6008,5.889166666666666
41072,5.89
6769,5.890555555555555
9423,5.891666666666667
6774,5.891944444444444
2485,5.892777777777778
8946,5.893055555555556
10108,5.894166666666667
33412,5.894722222222223
6343,5.894722222222223
6333,5.894722222222223
8854,5.895277777777777
25533,5.898055555555556
25318,5.898055555555556
8775,5.898333333333333
10342,5.898333333333333
32400,5.898888888888889
8195,5.8997222222222225
27665,5.8997222222222225
8021,5.901388888888889
8325,5.9030555555555555
2658,5.9030555555555555
8944,5.903611111111111
10348,5.905555555555556
25275,5.906111111111111
2433,5.906111111111111
40077,5.908888888888889
9093,5.9094444444444445
6308,5.91
8519,5.911666666666667
10125,5.911666666666667
9857,5.911944444444444
2477,5.912222222222223
28287,5.9127777777777775
27213,5.913055555555555
6971,5.913055555555555
27977,5.9158333333333335
8772,5.916111111111111
8672,5.916388888888889
27976,5.916666666666667
36372,5.916666666666667
2588,5.9175
8945,5.9191666666666665
9448,5.9191666666666665
27381,5.919444444444444
27378,5.919444444444444
5996,5.920555555555556
31559,5.920555555555556
2321,5.9222222222222225
7876,5.923055555555555
2612,5.924166666666666
7006,5.9275
9504,5.927777777777778
7601,5.930555555555555
32501,5.930555555555555
9432,5.931388888888889
27886,5.931388888888889
40983,5.931666666666667
52974,5.934444444444445
9495,5.9350000000000005
8786,5.936111111111111
9733,5.936111111111111
24813,5.936944444444444
10055,5.937777777777778
8552,5.940833333333333
10372,5.940833333333333
6656,5.941388888888889
6414,5.941666666666666
8394,5.9425
2539,5.944444444444445
2063,5.945
2591,5.945555555555556
52651,5.945555555555556
25520,5.948055555555555
41677,5.948333333333333
23363,5.951111111111111
7864,5.951388888888889
35961,5.9525
9294,5.953611111111111
9815,5.953888888888889
2082,5.954166666666667
39702,5.954166666666667
10551,5.954722222222222
9195,5.955555555555556
45667,5.9558333333333335
45921,5.956666666666667
8318,5.958333333333333
8490,5.9591666666666665
52563,5.959444444444444
2304,5.96
51852,5.960555555555556
6258,5.961111111111111
32181,5.962777777777777
8345,5.963055555555556
29718,5.963333333333333
26442,5.964722222222222
8018,5.964722222222222
45327,5.965277777777778
2058,5.966111111111111
9010,5.967777777777778
27600,5.970555555555555
9039,5.970833333333333
25730,5.970833333333333
9615,5.971111111111111
27415,5.971111111111111
39684,5.971111111111111
9629,5.971666666666667
7958,5.971666666666667
2481,5.975
2713,5.975
6232,5.975555555555555
27277,5.976111111111111
8754,5.976388888888889
7453,5.976666666666667
8976,5.978888888888889
24615,5.980833333333333
40431,5.981944444444444
25693,5.982222222222222
9269,5.983888888888889
9243,5.984166666666667
28266,5.984166666666667
28267,5.984166666666667
46014,5.9847222222222225
10328,5.9880555555555555
6178,5.9880555555555555
52976,5.988611111111111
9374,5.989166666666667
25835,5.990833333333333
36621,5.991944444444444
6133,5.992222222222222
35982,5.995
6697,5.996388888888889
10290,5.996944444444445
37581,5.997222222222222
32050,5.9991666666666665
1396,6.001388888888889
1196,6.003055555555555
9837,6.003333333333333
2552,6.004722222222222
25526,6.005277777777778
9602,6.010833333333333
9553,6.013333333333334
26742,6.013333333333334
6267,6.013333333333334
7734,6.013333333333334
35050,6.0183333333333335
8855,6.0225
6470,6.0225
2376,6.025555555555556
8986,6.026111111111111
10297,6.028611111111111
2065,6.029444444444445
39059,6.029444444444445
9018,6.029722222222222
7154,6.030277777777778
40010,6.030277777777778
8568,6.030555555555556
10519,6.030555555555556
2895,6.030555555555556
10770,6.0311111111111115
31037,6.0311111111111115
6434,6.0313888888888885
27280,6.032777777777778
2280,6.032777777777778
27282,6.033055555555555
27283,6.033055555555555
7763,6.035555555555556
6238,6.035555555555556
6376,6.036388888888889
8788,6.041388888888889
25053,6.041666666666667
36744,6.0425
10298,6.043055555555555
9845,6.043333333333333
26457,6.043333333333333
35347,6.043611111111111
24462,6.043888888888889
27137,6.0441666666666665
7934,6.045277777777778
2030,6.045833333333333
8626,6.046666666666667
8001,6.046666666666667
41717,6.050833333333333
33880,6.052777777777778
2510,6.0536111111111115
2683,6.053888888888889
8362,6.055
10402,6.0552777777777775
25829,6.056388888888889
38808,6.0569444444444445
6578,6.0575
9817,6.057777777777778
6064,6.058888888888889
9955,6.0616666666666665
25757,6.0616666666666665
8744,6.0625
5994,6.062777777777778
7908,6.064166666666667
9445,6.065
6412,6.0675
24923,6.068333333333333
2354,6.068888888888889
1561,6.070277777777778
27214,6.071666666666666
24981,6.0725
26052,6.0725
25009,6.075
7298,6.076388888888889
7976,6.076666666666666
31674,6.0777777777777775
37173,6.079722222222222
28202,6.080555555555556
28204,6.080555555555556
10116,6.081388888888889
27767,6.081388888888889
26566,6.081666666666667
26563,6.082777777777777
35259,6.082777777777777
6961,6.082777777777777
7720,6.083888888888889
2671,6.083888888888889
9822,6.0841666666666665
9563,6.085555555555556
9029,6.085833333333333
9899,6.086388888888889
9188,6.086666666666667
35389,6.086666666666667
9703,6.089166666666666
51937,6.089166666666666
8702,6.089444444444444
7485,6.089444444444444
46188,6.090277777777778
8301,6.0905555555555555
41583,6.091111111111111
7033,6.091388888888889
29709,6.0936111111111115
8387,6.095277777777778
10065,6.095277777777778
10072,6.095277777777778
8629,6.095555555555555
6486,6.096666666666667
25140,6.097222222222222
9467,6.097222222222222
2594,6.0975
2889,6.098888888888889
8722,6.1
28051,6.1002777777777775
24760,6.100833333333333
9373,6.100833333333333
6182,6.100833333333333
14,6.101666666666667
9233,6.101666666666667
10302,6.101666666666667
46141,6.101666666666667
10791,6.101944444444444
31571,6.1025
7445,6.1025
24640,6.1033333333333335
2694,6.103888888888889
8821,6.104444444444445
2669,6.105833333333333
7084,6.1075
9110,6.108055555555556
8820,6.108333333333333
6215,6.108888888888889
10544,6.1097222222222225
26739,6.1097222222222225
9744,6.11
27007,6.11
27006,6.110277777777778
25367,6.110277777777778
6000,6.110277777777778
10139,6.111944444444444
31735,6.111944444444444
26444,6.112222222222222
7226,6.112222222222222
9455,6.1125
7122,6.1125
6207,6.114722222222222
6952,6.114722222222222
2725,6.115277777777778
8,6.120277777777778
27281,6.121111111111111
30055,6.121111111111111
9564,6.121388888888889
27954,6.123055555555555
23064,6.124722222222222
9235,6.125555555555556
36670,6.1258333333333335
8845,6.126111111111111
25880,6.126666666666667
6329,6.126666666666667
39716,6.128055555555555
38621,6.128055555555555
6846,6.128333333333333
9726,6.128888888888889
38204,6.131111111111111
6590,6.1338888888888885
8562,6.135555555555555
7305,6.135555555555555
6359,6.136111111111111
2802,6.1369444444444445
25510,6.137777777777778
10875,6.1386111111111115
8923,6.140555555555555
33638,6.140555555555555
32808,6.141111111111111
7730,6.141666666666667
2039,6.141944444444444
28316,6.142222222222222
37424,6.1425
8028,6.143055555555556
9300,6.1433333333333335
9723,6.144444444444445
7338,6.145277777777777
